Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,processTrack,Magic Number,The method contains a magic number: 2,284
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,processTrack,Magic Number,The method contains a magic number: 2,284
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,processTrack,Magic Number,The method contains a magic number: 2,284
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,processTrack,Magic Number,The method contains a magic number: 2,284
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,processTrack,Magic Number,The method contains a magic number: 2,284
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,processTrack,Magic Number,The method contains a magic number: 2,284
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,buildBranchGraph,Complex Method,Cyclomatic complexity of the method is 9,513
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchesDecomposition,makeLink,Magic Number,The method contains a magic number: 2,586
TrackMate,fiji.plugin.trackmate.graph,FromContinuousBranches,checkInput,Long Statement,The length of the statement "errorMessage=BASE_ERROR_MSG + "A spot in a link is not present in the branch collection: " + link.get(0)+ " in the link "+ link.get(0)+ "-"+ link.get(1)+ ".";" is 158.,62
TrackMate,fiji.plugin.trackmate.graph,FromContinuousBranches,checkInput,Long Statement,The length of the statement "errorMessage=BASE_ERROR_MSG + "A spot in a link is not present in the branch collection: " + link.get(1)+ " in the link "+ link.get(0)+ "-"+ link.get(1)+ ".";" is 158.,62
TrackMate,fiji.plugin.trackmate.graph,FromContinuousBranches,checkInput,Magic Number,The method contains a magic number: 2,62
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Complex Method,Cyclomatic complexity of the method is 26,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Long Statement,The length of the statement "if (!isTree(model`cache)) throw new IllegalArgumentException("toString cannot be applied to graphs that are not trees (each vertex must have at most one predecessor).");" is 169.,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Long Statement,The length of the statement "final SortedDepthFirstIterator<Spot`DefaultWeightedEdge> iterator=model.getSortedDepthFirstIterator(first`comparator`true);" is 123.,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Long Statement,The length of the statement "for ( final Integer subsequentFrame : framesToFill) strings.get(subsequentFrame).append(makeSpaces(columnWidth * largestName));" is 127.,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Long Statement,The length of the statement "for (int subFrame=successor.getFeature(Spot.FRAME).intValue(); subFrame <= successor.getFeature(Spot.FRAME).intValue(); subFrame++) strings.get(subFrame - 1).append(makeSpaces(columnWidth * largestName));" is 204.,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Magic Number,The method contains a magic number: 2,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Magic Number,The method contains a magic number: 2,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Magic Number,The method contains a magic number: 2,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Magic Number,The method contains a magic number: 2,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Magic Number,The method contains a magic number: 2,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,toString,Magic Number,The method contains a magic number: 2,87
TrackMate,fiji.plugin.trackmate.graph,GraphUtils,cumulativeBranchWidth,Complex Method,Cyclomatic complexity of the method is 8,317
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIterator,hasNext,Complex Method,Cyclomatic complexity of the method is 8,174
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Long Statement,The length of the statement "final TrackBranchDecomposition branchDecomposition=ConvexBranchesDecomposition.processTrack(trackID`tm`neighborIndex`false`false);" is 130.,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 3,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 3,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 4,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 4,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,ConvexBranchDecompositionDebug,main,Magic Number,The method contains a magic number: 2,35
TrackMate,fiji.plugin.trackmate.graph,RecursiveCumSumTest,testApply,Magic Number,The method contains a magic number: 7,67
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIteratorTest,setUpBeforeClass,Magic Number,The method contains a magic number: 3,55
TrackMate,fiji.plugin.trackmate.graph,SortedDepthFirstIteratorTest,testBehavior,Long Statement,The length of the statement "final SortedDepthFirstIterator<Spot`DefaultWeightedEdge> iterator=model.getTrackModel().getSortedDepthFirstIterator(root`spotNameComparator`true);" is 146.,112
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Abstract Function Call From Constructor,The constructor ActionChooserPanel calls a virtual method error.,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Long Statement,The length of the statement "action.execute(trackmate`selectionModel`displaySettings`(JFrame)SwingUtilities.getWindowAncestor(ActionChooserPanel.this));" is 123.,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 3,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 5,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,ActionChooserPanel,Magic Number,The method contains a magic number: 4,52
TrackMate,fiji.plugin.trackmate.gui.components,ActionChooserPanel,actionPerformed,Long Statement,The length of the statement "action.execute(trackmate`selectionModel`displaySettings`(JFrame)SwingUtilities.getWindowAncestor(ActionChooserPanel.this));" is 123.,80
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,init,Long Statement,The length of the statement "@Override public Component getListCellRendererComponent( final JList<? extends Object> list` final Object value` final int index` final boolean isSelected` final boolean cellHasFocus){" is 184.,194
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,getListCellRendererComponent,Long Parameter List,The method has 5 parameters. ,204
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,main,Magic Number,The method contains a magic number: 5,273
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,main,Magic Number,The method contains a magic number: 3,273
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,main,Magic Number,The method contains a magic number: 2,273
TrackMate,fiji.plugin.trackmate.gui.components,CategoryJComboBox,main,Magic Number,The method contains a magic number: 3,273
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Method,The method has 292 lines of code.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Parameter List,The method has 7 parameters. ,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "final JFrame editor=ConfigTrackMateDisplaySettings.editor(ds`"Configure the display settings used in this current session."`"TrackMate display settings");" is 154.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "cmbboxTrackDisplayMode.addActionListener(e -> ds.setTrackDisplayMode((TrackDisplayMode)cmbboxTrackDisplayMode.getSelectedItem()));" is 130.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "final SpinnerNumberModel numberModelDrawingZDepth=new SpinnerNumberModel(zDrawingDepth`minZDrawingDepth`maxZDrawingDepth`0.5);" is 126.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "btnLabKit.setToolTipText("<html>" + "Launch the Labkit editor to edit spot segmentation<br>" + "on the time-point currently displayed in the main<br>"+ "view."+ "<p>"+ "Shift + click will launch the editor on all the<br>"+ "time-points in the movie.</html>");" is 259.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "final boolean shouldBeEnabled=chkboxDisplayTracks.isSelected() && cmbboxTrackDisplayMode.getSelectedItem() != TrackDisplayMode.FULL;" is 132.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "final boolean shouldBeEnabled=chkboxDisplayTracks.isSelected() && cmbboxTrackDisplayMode.getSelectedItem() != TrackDisplayMode.FULL && chkboxFadeTracks.isSelected();" is 165.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "ftfSpotRadius.addPropertyChangeListener("value"`e -> ds.setSpotDisplayRadius(((Number)ftfSpotRadius.getValue()).doubleValue()));" is 128.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Long Statement,The length of the statement "numberModelDrawingZDepth.addChangeListener(e -> ds.setZDrawingDepth(((Number)numberModelDrawingZDepth.getValue()).doubleValue()));" is 130.,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 300,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 521,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 300,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 500,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 2,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 2,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 80,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 20,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 5,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 2,79
TrackMate,fiji.plugin.trackmate.gui.components,ConfigureViewsPanel,ConfigureViewsPanel,Magic Number,The method contains a magic number: 3,79
